Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,ENCOUNTERS,PROCEDURES,NPI
f63ac604-67e5-313f-9e89-0103e2e8461e,1311c44a-85cb-3aea-a143-e5d7892ced8b,Rudolf736 Reinger292,M,GENERAL PRACTICE,300 KENSINGTON AVE,SPRINGFIELD,MA,11071139,42.091896,-72.559437,9390,0,9999957597
45c521f5-671d-3b7a-8c91-fab2fa973d0a,817a1428-2045-3e89-9fa2-ef7d287d6fa5,Dana512 Schuster709,M,GENERAL PRACTICE,70-71 N PARISH RD,LAWRENCE,MA,1843,42.690315,-71.150015,5838,0,9999976696
bbc8d455-8fb1-3046-ad93-6210c6b55027,4bf8af75-4da2-331d-b94e-9975a887face,Rudy520 Mosciski958,M,GENERAL PRACTICE,57 PROSPECT ST,NANTUCKET,MA,25542799,41.27514065,-70.10108985970798,53,0,9999972497
1b0279c2-b311-3497-af7e-34ddf4730f62,50a91b37-cb62-3883-aa31-33802f142c2d,Leesa210 Bashirian201,F,GENERAL PRACTICE,65 WALNUT ST,WELLESLEY,MA,24812112,42.32473045,-71.25364984557581,833,0,9999960799
9a04be12-0061-3281-9d6f-078e3062555d,9a9bf61e-44d3-32fd-a027-7138369b1716,Sharen57 Weissnat378,F,GENERAL PRACTICE,194 ROCKDALE AVE,WEYMOUTH,MA,21882519,42.2212188,-70.9391625,2107,0,9999951194
979ca77d-17fc-336c-abba-3a524d5e9452,f945589f-88aa-366b-9e9d-2418d091112d,Ulysses632 Ziemann98,M,GENERAL PRACTICE,105 ERDMAN WAY,LEOMINSTER,MA,14531805,42.54685255,-71.75737313871981,1462,0,9999952598
9e9d9085-a655-39a7-bd21-aa3ed17c70d6,643eac8e-1620-3b6a-b9f3-664b003d22cd,Lasonya941 Kiehn525,F,GENERAL PRACTICE,34 GIFFORD ST,NEW BEDFORD,MA,27442610,41.6177929,-70.91890087055067,2587,0,9999949594
cb15191e-5251-3b2d-9c8d-d4490ac71d9d,5fcff9db-16e4-3e56-aa78-abbc16338097,Margene509 Schamberger479,F,GENERAL PRACTICE,295 VARNUM AVE,WESTFORD,MA,18863513,42.5792583,-71.4378411,314,0,9999994798
dc5781db-da3d-3896-91e5-200cbd3dc465,40c01d75-1542-3e0b-8e5f-78d3031beba1,Broderick767 Reynolds644,M,GENERAL PRACTICE,505 PARADISE RD,SALEM,MA,19704267,42.485927,-70.900301,6775,0,9999968198
eb1853c6-767e-3b31-a3a6-20519eb477f8,84abfbd5-41c1-3df4-9b31-7ca93cb2309a,Jean712 Block661,F,GENERAL PRACTICE,85 HERRICK ST,BEVERLY,MA,19151790,42.56415055,-70.8751357650672,3663,0,9999953190
9cae6e61-8247-33ce-9990-fc4cc20caad5,2617efb0-1afe-3c9c-afbe-2ca94f9c198c,Adrienne302 Jast432,F,GENERAL PRACTICE,140 WOOD RD,WEYMOUTH,MA,21901338,42.2212188,-70.9391625,2486,0,9999953091
94a49bea-b284-3c28-ae52-2d1f7b03da9b,93c3d861-e05d-33b9-91eb-1768470229d7,Garret233 Thiel172,M,GENERAL PRACTICE,10 CENTENNIAL DR,PEABODY,MA,19607938,42.5261827,-70.9529896,2793,0,9999969493
afb0cb84-4465-35cd-bb43-0c26d970379a,c272e12f-e154-3fee-b05d-b7c0cab2657d,Trinidad33 King743,M,GENERAL PRACTICE,800 WASHINGTON ST,NORWOOD,MA,20623487,42.1886973,-71.2005241,1046,0,9999987099
cc3310ef-180b-3afa-8001-13d3698f6053,f6a306cf-7bd6-35f4-a6b7-2d07d273914c,Ariel183 Von197,M,GENERAL PRACTICE,63 FOUNTAIN ST STE 402,FRAMINGHAM,MA,17026280,42.27595495,-71.42631150114194,3579,0,9999943092
7c7c2a65-d912-3a78-bdc4-2f965d16eee8,e49b692f-cccc-3cd5-93df-6db63dfc3e4a,Marlen929 Lemke654,F,GENERAL PRACTICE,1250 HANCOCK ST STE 104N,QUINCY,MA,2169,42.2517569,-71.0033967,1322,0,9999960898
39485ad1-0cca-3100-b9af-d80719f1fdf2,0ddb0329-b59d-3187-874c-602c649249c8,Eldon28 Cassin499,M,GENERAL PRACTICE,115 W SILVER ST,WESTFIELD,MA,10853678,42.1178811,-72.75935246865802,23,0,9999991497
fcd036fe-cd36-3a14-b86b-3ef642547806,5f7663da-4b19-3629-b8f2-fb07d75421d9,Buck819 Johnson679,M,GENERAL PRACTICE,42 ASBURY ST,SOUTH HAMILTON,MA,19821808,42.61322825,-70.87300675048934,1036,0,9999941492
7e4ac821-b244-3625-8956-7e1ad0c87fef,bb3d48eb-0c30-34f4-8950-790fc984741b,Denis399 Frami345,M,GENERAL PRACTICE,1601 WASHINGTON STREET,BOSTON,MA,21181951,42.3381394,-71.0748562,1351,0,9999980193
77131914-5d12-32f2-ad21-7c869ae33a4a,bf556284-7513-3620-a10e-5393183a9a87,Rubén780 Amaya149,M,GENERAL PRACTICE,795 MIDDLE ST,FALL RIVER,MA,27211733,41.6924092,-71.16345107025307,13,0,9999985994
fca394a1-81d2-3763-9736-2b9d811e45ad,9fd71acd-3535-353d-975f-ed7dbf5f9961,Denny560 Herzog843,M,GENERAL PRACTICE,250 GREEN ST,GARDNER,MA,1440,42.586896550000006,-71.98672640006858,55,0,9999971192
3f3e793d-6da5-3fb2-8d4c-ed5112daf8a9,e93b27a8-6507-3595-84a5-f899ce23a72d,Gertha313 Sanford861,F,GENERAL PRACTICE,70 EAST STREET,NORTH ANDOVER,MA,18456144,42.6839894,-71.1127065,7458,0,9999949396
715dad62-4cf3-36db-911f-809d3a5235a7,2b84e56e-08b4-3078-b3ea-4d159208e065,Barton704 Bahringer146,M,GENERAL PRACTICE,1029 PLEASANT ST,BRIDGEWATER,MA,23242301,41.9718173,-71.00937893001648,7679,0,9999950295
a18d02b5-09f3-3f7c-b7d2-2c526990d631,4ffa4412-1493-3beb-b8f0-6614dde953a4,Sulema841 Ryan260,F,GENERAL PRACTICE,363 HIGHLAND AVENUE,WAREHAM,MA,25715011,41.745636,-70.658192,124,0,9999995795
b429729c-6f74-336f-9983-6fdff833cd7c,ede4a423-6258-3ef5-b5ba-0fa6bb579563,Pablo44 Paucek755,M,GENERAL PRACTICE,326 NICHOLS ROAD,FITCHBURG,MA,14205478,42.5974358,-71.80761197366103,968,0,9999973198
3ed5fb74-31b3-354a-b8da-cf0bf75ffe85,69eae27b-7445-3652-bd34-b535abe0b011,Hong136 Schneider199,F,GENERAL PRACTICE,9 BICKNELL ST,QUINCY,MA,21696003,42.252227399999995,-70.96584679278924,11488,0,9999980995
8f2aa494-dadc-3469-8946-ce091c8c77d5,dd9914b0-9491-3330-a890-d34e95e497ea,Taylor21 Haley279,M,GENERAL PRACTICE,1061 PLEASANT ST,NEW BEDFORD,MA,27406728,41.64280275,-70.92865004309593,7903,0,9999967794
25da9310-b5ab-3084-8935-c60766524971,4c1a8ea6-b690-3c28-a02e-ebd82190ee65,Marcos263 Cronin387,M,GENERAL PRACTICE,885 WASHINGTON ST,BOSTON,MA,21111415,42.3479909,-71.064924,720,0,9999977991
a7b04041-d25f-36ef-a066-822de7e5cfbd,b6eeaaf7-1683-3bcb-b6ee-81ce304636ef,Ariane992 Pagac496,F,GENERAL PRACTICE,170 GOVERNORS AVE,MELROSE,MA,21763225,42.4564323,-71.064182,1482,0,9999989095
c13273b2-feab-3ec8-a9ee-73043b43749d,1c42af32-f17e-32ec-b007-4ff8e2de493e,Ivette731 Wunsch504,F,GENERAL PRACTICE,235 NORTH PEARL STREET,STOUGHTON,MA,20723396,42.1004556,-71.0668392,71,0,9999991091
17ee06f1-7ccd-3632-a79d-21591500efc6,ed5fc1f7-0ecb-3973-a5fc-89f80c6f5c9f,Theo630 Homenick806,M,GENERAL PRACTICE,303 C HAVERHILL STREET,ROWLEY,MA,19692101,42.704962,-70.90837,1035,0,9999969394
e294d257-7708-3341-9eec-4a244aec9d38,12dc66ee-e2c7-3d5a-892e-157ff1d47f32,Venice604 Rogahn59,F,GENERAL PRACTICE,242 GREEN ST,WINCHENDON,MA,14751820,42.68061,-72.060691,6,0,9999997593
04d74c93-9344-334f-bf5c-9e32aad77259,65eda534-1bdc-3192-8d02-1c3764447790,Shanell37 Hand679,F,GENERAL PRACTICE,1244 BOYLSTON ST,CHESTNUT HILL,MA,24672115,42.3214927,-71.1711481,9508,0,9999968297
0bf3f35e-4bb6-3a7c-8c00-0baafb2781f8,d613e441-68e8-3502-8adb-3f770a1276bf,Emmaline88 Witting912,F,GENERAL PRACTICE,114 WATER ST,MILFORD,MA,17573007,42.13661855,-71.53474614336832,31573,0,9999960096
d35b6307-1bb2-308f-b1fa-733986f924e7,de29a374-221b-3cb4-8051-a02c1a35e5b7,Gwyneth692 Marvin195,F,GENERAL PRACTICE,562 WASHINGTON ST,SOUTH ATTLEBORO,MA,27036942,41.91289205,-71.36135809627689,152,0,9999964791
b3df88eb-bce4-3c84-9b29-39e6d8b319a8,b03b624d-c939-3688-986d-9555b8009a3b,Bennett146 Hartmann983,M,GENERAL PRACTICE,230 MAPLE ST,HOLYOKE,MA,10405144,42.207406,-72.608419,20908,0,9999981894
9c162e68-0e13-3528-bdfa-644d10afe9b6,ff6d901b-6850-378b-87d0-97a8c499aa43,Kurt412 Ferry570,M,GENERAL PRACTICE,935 WASHINGTON ST,NORWOOD,MA,20623411,42.18396765,-71.2037844209652,869,0,9999954891
a12bbd5e-638b-3b72-986e-a940dc253379,ea153d0a-9ccc-3769-9a25-934b417071b7,Tashina114 Towne435,F,GENERAL PRACTICE,463 WORCESTER RD,FRAMINGHAM,MA,17015354,42.3095704,-71.4413097,5914,0,9999959395
ebbd5ba2-a7f6-37b5-b03d-fa909a27ae6c,d3085315-9893-34c7-8889-3a31dc17c2b0,Ethyl508 Rau926,F,GENERAL PRACTICE,1428 MAIN ST STE 7,WALPOLE,MA,20811729,42.1325911,-71.2618886,34429,0,9999948794
cf3056cc-15ec-34c0-a083-f3bf80b48c66,ace1ac31-036a-38fd-b451-b3b87157c717,Alejandra902 Thompson596,F,GENERAL PRACTICE,170 MORTON ST,BOSTON,MA,21303735,42.299067750000006,-71.10124351911541,4470,0,9999979096
9d103b04-35b9-34ec-9dd8-b106fe40174b,18061fd5-fda8-3e2d-87f0-0f3c87211bcc,Omer483 Koepp521,M,GENERAL PRACTICE,1493 CAMBRIDGE ST,SOMERVILLE,MA,21431408,42.3875968,-71.0994968,949,0,9999992792
a7cc5ced-c7b5-3bcc-91f7-1e449f3ee831,1faab3d1-2ae5-3110-8e5f-c65b92ca906d,Ernesto186 Méndez913,M,GENERAL PRACTICE,29 LEWIS AVE,GREAT BARRINGTON,MA,12301713,42.19093125,-73.3715000043024,7,0,9999986190
7e077f09-b2eb-38cc-82a7-dc6c98650e91,c64c848c-0315-3115-87fa-80c360bb6a73,Mitchel812 Zieme486,M,GENERAL PRACTICE,142 BERKELEY ST,BOSTON,MA,21164608,42.3489076,-71.0721378,5366,0,9999976191
dedb7069-648e-362b-9177-83994307ef73,2d368a24-7410-3be2-ab17-da96581aabad,Jesse626 Medhurst46,F,GENERAL PRACTICE,65 WALNUT ST.,WELLESLEY,MA,24812188,42.32473045,-71.25364984557581,714,0,9999964692
e2711d1a-b915-331e-8022-20d256160080,20e0567a-b9bf-3dd8-92b3-6a61b5628069,Heide509 Gusikowski974,F,GENERAL PRACTICE,800 WASHINGTON ST,BOSTON,MA,21111552,42.349439700000005,-71.06308467518953,455,0,9999957290
304bb1c9-a4a7-3a9c-bf59-88bcd7dbf8e7,7e97f720-f99d-3402-98a4-a144aaa5bd01,Damian46 Hansen121,M,GENERAL PRACTICE,210 JONES RD,FALMOUTH,MA,25402974,41.5614958,-70.6117407224321,1894,0,9999976092
cbe5a29b-1f7f-3ae9-afd0-ab42e37375b6,811cc811-0061-341c-a719-9ba7ef8dc699,Tandy422 Sporer811,F,GENERAL PRACTICE,245 VINEYARD HAVEN-EDGARTOWN ROAD,EDGARTOWN,MA,25396941,41.395500350000006,-70.5300948008162,18000,0,9999973495
e74a5788-04d5-3578-bcfe-6e374a9b0585,d17688c1-9cc8-3e68-980f-82fe1ed685fe,Adam631 Robel940,M,GENERAL PRACTICE,100 TEATICKET HWY,TEATICKET,MA,25365678,41.56361395,-70.59806084770075,324,0,9999951897
8bb7c8b1-cbc5-37ae-9dc9-09abbade62d7,084b19be-a78e-3626-b156-a50134fa7fe2,James276 Smitham825,M,GENERAL PRACTICE,10 RESEARCH PL STE 202,NORTH CHELMSFORD,MA,18632439,42.6389798,-71.3828403,851,0,9999943498
f6cc0965-87ef-3d88-85af-51fde1d66132,acffdfa8-1383-3929-8c99-e73969491439,Warren653 O'Keefe54,M,GENERAL PRACTICE,1153 CENTRE ST,BOSTON,MA,21303446,42.3017598,-71.12855793387442,361,0,9999992297
f7c6b3f8-4ba3-3963-bf2f-e9470c4c4a77,ca2937a1-8877-31a2-9d38-561bd300b3e3,Yuko264 Mueller846,F,GENERAL PRACTICE,780 ALBANY STREET,BOSTON,MA,21182755,42.33364525,-71.07279114401811,637,0,9999978890
b0647cbc-129b-33db-8f33-54ddad75c6fb,45ce6eff-535b-37e2-bed3-1946200aa03f,Mora209 Blanda868,F,GENERAL PRACTICE,309 BELMONT STREET,WORCESTER,MA,16041059,42.280233499999994,-71.7694812367883,55,0,9999989996
4da40014-e252-32b0-a584-99078dcaed06,1e11392b-1278-3e70-93cd-f396cbd0c265,Gino587 Block661,M,GENERAL PRACTICE,115 LINCOLN ST,NATICK,MA,17607700,42.2843753,-71.3441395,2097,0,9999996397
7e2a4560-fff9-3564-a224-41a2a6e87b96,6cf8a214-8d57-3267-85e5-7719e15cd63e,Cindie288 Zulauf375,F,GENERAL PRACTICE,170 MORTON STREET,JAMAICA PLAIN,MA,21303735,42.299067750000006,-71.10124351911541,1623,0,9999999995
2ea33fc1-7150-3870-8443-fd507f03225b,4bc0cc09-77e5-37f5-844d-64a6637cae54,Hugo693 Ávila241,M,GENERAL PRACTICE,91 EAST MOUNTAIN ROAD,WESTFIELD,MA,10851801,42.110743549999995,-72.70066160206358,27,0,9999999896
4989661d-1698-3275-918c-6ce3aabd9099,b4e81d20-a3d6-39db-8b04-bcc4ab5de7b2,Carri827 Flatley871,F,GENERAL PRACTICE,354 WAVERLY ST,FRAMINGHAM,MA,17027079,42.276938650000005,-71.41386787587439,3922,0,9999975490
2f05dffe-7639-31ca-b687-a3f56e9eaa29,0fedae9f-701f-3317-9b2f-69aea2202cdc,Sharron285 Batz141,F,GENERAL PRACTICE,88 EAST NEWTON STREET,WINTHROP,MA,21522715,42.3750976,-70.982827,3388,0,9999993998
15b7775d-3d46-3fd4-a98d-f2df4e47725a,9043e647-568d-3e87-9fc0-756a416392d3,Irene779 Negrón227,F,GENERAL PRACTICE,27 CENTENNIAL DR,PEABODY,MA,1960,42.52388415,-70.9519832,2915,0,9999967695
3e932e19-d0db-3928-acb2-922a9fb4bac0,4b7c1695-a178-3e03-8651-51acfd3b8372,Juan88 O'Keefe54,M,GENERAL PRACTICE,600 OLD SOMERSET AVE,NORTH DIGHTON,MA,27641824,41.86399,-71.1244904,1881,0,9999968594
4364dff0-8045-302c-956a-94ca293ed1b0,a3327df4-d092-350b-b551-e60c82076c9a,King743 Predovic534,M,GENERAL PRACTICE,46 NORTH MAIN ST,W BROOKFIELD,MA,15853232,42.23754835,-72.13791547215251,30,0,9999957894
dd3410fb-9378-3535-8149-3120e3bc1251,aade280a-3b90-3e48-9648-91109a964a63,Josef103 Klein929,M,GENERAL PRACTICE,909 SUMNER ST,DARTMOUTH,MA,27473826,41.6332267,-70.9879928,847,0,9999985390
834392b9-b8a3-390a-b9d2-71588dad190a,981338c4-287c-3621-bc45-8b0b9f1b8922,Esteban536 Caraballo427,M,GENERAL PRACTICE,640 BOLTON ST,MARLBOROUGH,MA,17523999,42.3658183,-71.55914630258509,57,0,9999955898
e9643241-9032-3877-b8fe-c181accbf9ff,e59fb2d5-508c-38c6-af2e-21d8216dd2b0,Cecilia788 Echevarría842,F,GENERAL PRACTICE,759 CHESTNUT ST,WARE,MA,10821625,42.256476,-72.237482,89,0,9999998195
e57adadc-5508-3a2b-87bc-c365b03a2d6a,1e8b3677-a601-3afa-8a48-a978d873c271,Clementine778 Jakubowski832,F,GENERAL PRACTICE,444 HARRISON AVE,BOSTON,MA,21182404,42.3432437,-71.0644988,1127,0,9999980490
870b448e-362a-3990-b091-7e22a7860de2,84de2bcf-1b1a-3ce2-9f6d-9e0cb34991f6,Margery365 Rippin620,F,GENERAL PRACTICE,45 DAN RD,WELLESLEY,MA,24813503,42.2964859,-71.2925571,3090,0,9999945493
aff73f32-b26c-3afe-8120-3aab64e40560,ecadbc11-930c-3903-b706-f8ef4bc9089e,Marco Antonio298 Terrazas956,M,GENERAL PRACTICE,780 CHESTNUT ST,SPRINGFIELD,MA,11031109,42.1211633,-72.60614164702717,7808,0,9999971291
3199b0dd-742c-367f-bff8-0ba720df97d0,0f9d1260-db33-3483-b2b6-5483cfcb739c,Felipe97 Lebsack687,M,GENERAL PRACTICE,361 WOODWARD ST,WABAN,MA,24682027,42.326011949999994,-71.2254251580706,4911,0,9999958793
1d528d57-c65d-34b1-8b95-f7d03e899ef9,980d9bfa-a344-3bff-8c02-232dd0e8fd34,Waylon572 Lakin515,M,GENERAL PRACTICE,100 TRADE CENTER SUITE G-700,WOBURN,MA,18011851,42.4792618,-71.1522766,9367,0,9999943597
f410b440-6403-3483-9ce1-426f35f95a5f,f480acd0-7ef1-350d-aae6-d8e7d53ace57,Gil594 Ondricka197,M,GENERAL PRACTICE,1193 SEA ST,QUINCY,MA,21693544,42.26883395,-70.95264075087945,17793,0,9999980698
9df6cb8e-adc1-3ead-b8f0-e520915183d4,440fa4b8-c731-3cf5-81d9-aa3f30a37b95,Joanna347 Abbott774,F,GENERAL PRACTICE,41 & 45 MALL ROAD,PEABODY,MA,19602901,42.5278731,-70.9286609,389,0,9999996793
250cf246-4fb0-39e6-be9f-e77b3d9af086,0fab3c4e-a028-39a6-b15a-be5a88b6aa2a,Miyoko154 Paucek755,F,GENERAL PRACTICE,222 STATE STREET,LUDLOW,MA,10563437,42.15547415,-72.47222226666076,1542,0,9999996892
07d4b56d-94e0-3b2b-a604-1e6c87ebe0e8,3b021cb6-4745-3d9d-8436-230055f770bd,Dusty207 Franecki195,M,GENERAL PRACTICE,148 CHESTNUT ST,NEEDHAM,MA,24943238,42.27728075,-71.23665362814043,690,0,9999999193
aec3f814-b9fe-36d9-9742-f4c694ae24c1,7b95b4ab-5bb6-3abc-b0e5-02689f84228d,Audra143 Beatty507,F,GENERAL PRACTICE,20 POND MEADOW DR,READING,MA,18673261,42.5166455,-71.09917578750729,1912,0,9999959692
aecb3e41-df63-3130-a19f-d20ab7e581a9,86880e58-8753-3c63-b057-33781df70528,Glenn0 Keeling57,F,GENERAL PRACTICE,49 SAMOSET AVE,HULL,MA,20452512,42.2810432,-70.8703157542509,550,0,9999940791
71430a8a-f032-3800-929d-ca045f70f046,36705572-6b8a-337d-9d01-be1087ce4650,Lindy582 Corwin846,F,GENERAL PRACTICE,233 WINTHROP ST,TAUNTON,MA,27804428,41.89112605,-71.11254102062864,1045,0,9999965996
5be5c020-1658-3dae-9352-447c6376d626,34f0b10a-5e29-31de-a75e-e0bb03c0c0d4,Hernán834 Rosado690,M,GENERAL PRACTICE,56 COLPITTS RD,WESTON,MA,24931568,42.36610065,-71.3036759,47018,0,9999959197
d7e24959-9a0d-3aeb-8eee-930af453349b,e9a24be5-b0a3-3fd2-a606-dd13498024ea,Darwin703 O'Hara248,M,GENERAL PRACTICE,85 E MAIN ST STE A,NORTON,MA,27662307,41.971697,-71.17689334021827,10808,0,9999944892
2f73d2f6-1107-35ed-9e3d-d29ecca4c585,545ea18f-060c-389b-98f8-b6943979c207,Olen518 Farrell962,M,GENERAL PRACTICE,6 ESSEX CENTER DR STE 201,PEABODY,MA,19602906,42.539944,-70.950156,745,0,9999946095
0f42c3ab-f1f2-37be-a04a-23b88d89f23f,57e4e5fa-d68d-3caa-a5ad-37beb1b51207,María José279 Delgado712,F,GENERAL PRACTICE,800 WASHINGTON ST,NORWOOD,MA,20623487,42.1886973,-71.2005241,1117,0,9999985499
4b25979d-c89d-3ccd-84d4-2ad4be4724b9,c92cc255-6778-3307-8092-987d667be4ce,Codi873 Bogisich202,F,GENERAL PRACTICE,89 FOSTER ST,PEABODY,MA,19608925,42.5278731,-70.9286609,4232,0,9999974691
02fda476-d802-34c5-acd0-66226ff16602,00ffb204-07b4-3c72-a678-fa252e6cf86c,Kathlene786 Satterfield305,F,GENERAL PRACTICE,450 BEDFORD ST,LEXINGTON,MA,2420,42.47370735,-71.25090005,8220,0,9999963298
e5b3dc89-2a37-39ed-8b64-aeb4bf17897a,ad82d624-72eb-3c7d-a76d-79f2668d1390,Georgianne697 Howe413,F,GENERAL PRACTICE,3 WOODLAND RD,STONEHAM,MA,21801711,42.4524431,-71.08939988105112,20534,0,9999956292
01b1eb2a-5675-32e9-8c27-a3a0c6fa7537,70a26106-6797-39f8-83e6-6bcf212b99ad,Christopher407 Mohr916,F,GENERAL PRACTICE,340 MAIN ST,WORCESTER,MA,16081601,42.53616075,-71.74831883675786,1743,0,9999963694
99026ace-7be3-3f5f-a991-2dc328c65e11,b8421363-9807-3b16-a146-95336eea5cfb,Saundra460 Kuphal363,F,GENERAL PRACTICE,30 LOCUST ST,NORTHAMPTON,MA,10602052,42.33032115,-72.65330802608176,6575,0,9999988493
a0a66f1d-043e-3c0f-a550-e3a464449c49,24460683-f514-37ef-98c1-724b2fc9aa2a,Dale454 Wilderman619,M,GENERAL PRACTICE,60 HODGES AVE,TAUNTON,MA,27803034,41.91158935,-71.10129620180315,21,0,9999986992
c59ba265-f32d-3475-9068-505101764d92,f964d209-adbb-3f11-80ce-5687e587363a,Kaycee352 Roberts511,F,GENERAL PRACTICE,155 MAPLE ST,SPRINGFIELD,MA,11051828,42.1004364,-72.57897095,1028,0,9999953398
2df70f34-4e98-38f4-a999-80713dfbbedf,e854f053-5621-31fa-afa1-29040b0d7466,María Elena653 Terán294,F,GENERAL PRACTICE,1575 BLUE HILL AVE,BOSTON,MA,21262122,42.2698727,-71.0940406,3410,0,9999945394
