Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
e95ac678-666f-e6f5-eb76-c0273233acb1,1960-09-22,,999-44-9063,S99962976,X98032801X,Mrs.,Reena181,Tamra871,Dietrich576,,Lowe577,D,white,nonhispanic,F,Boston  Massachusetts  US,541 Terry Street Unit 67,Medfield,Massachusetts,Norfolk County,25021,02052,42.18947467486522,-71.33671644802439,21447.34,175.80,93761
98cf5a0c-d567-51a1-9cb5-a91e6d011996,1967-11-17,,999-39-2632,S99981253,X85605162X,Mr.,Manuel446,,Alonzo487,,,D,white,hispanic,M,Santiago  Santiago Province  CL,373 Rodriguez Track Apt 26,Lowell,Massachusetts,Middlesex County,25017,01851,42.63011905885138,-71.32979662094797,19713.54,0.00,44931
307ab11f-ff8e-63d6-fb00-b97e91b2234e,1968-03-19,,999-10-8705,S99965660,X44346734X,Mrs.,Alexia646,Tori754,Heaney114,,Homenick806,D,white,nonhispanic,F,Wilmington  Massachusetts  US,888 Langworth Ville,Waltham,Massachusetts,Middlesex County,25017,02452,42.41329639475467,-71.19212669872115,20258.86,0.00,71910
3a86c2d6-afc7-14f7-8c05-7adc29c2aa19,2001-07-05,,999-67-8004,S99989876,X11072447X,Mr.,Antione404,Faustino767,Hagenes547,,,,white,nonhispanic,M,Oxford  Massachusetts  US,699 Wisozk Orchard,Fall River,Massachusetts,Bristol County,25005,02724,41.676859025127456,-71.14407505764183,3250.00,10052.80,11774
83bcce12-2bef-ed2e-08b3-d6d2696d0746,1987-09-13,,999-77-9467,S99940541,X67942696X,Ms.,Herminia75,Yessenia339,Rau926,,,S,white,nonhispanic,F,Everett  Massachusetts  US,959 Cruickshank Station Apt 69,Chesterfield,Massachusetts,Hampshire County,,00000,42.421378324390496,-72.86750724448886,14237.80,0.00,95134
ce07a24b-e938-5968-9ecb-78eb1783f5e7,1972-01-24,,999-65-9658,S99946722,X12046710X,Mr.,Andrea7,Wilmer32,Tillman293,,,D,white,nonhispanic,M,Plymouth  Massachusetts  US,149 Schmitt Meadow Suite 78,Ashburnham,Massachusetts,Worcester County,,00000,42.63744717203587,-71.92804574719618,18491.32,0.00,55121
b16e27ad-282d-4c8a-98b2-9475c0280a58,1993-05-25,,999-62-9267,S99993318,X00295655X,Mr.,Nicolas769,Duncan491,Gusikowski974,,,M,white,nonhispanic,M,North Andover  Massachusetts  US,643 Pollich Row,Gloucester,Massachusetts,Essex County,25009,01930,42.613236042742116,-70.69640386537773,4400.00,10534.34,15718
7bbaa47e-d029-bf4f-3237-ddd955c0a584,1949-10-05,,999-65-1628,S99984655,X77145818X,Mrs.,Mercedes82,Mercedes82,Aragón562,,Morales679,W,black,hispanic,F,Gaudalajara  Jalisco  MX,476 Cummings Orchard,Rockport,Massachusetts,Essex County,25009,01966,42.69010592014605,-70.57167624759684,8751.16,12738.38,15648
caf40a59-f13e-8109-8d3f-bda4f8e42309,1996-12-26,,999-23-3526,S99958124,X95450884X,Mr.,Tom274,Francesco636,Schumm995,,,M,white,nonhispanic,M,Malden  Massachusetts  US,1050 Wiza Walk Unit 63,Malden,Massachusetts,Middlesex County,25017,02148,42.46202452610723,-71.01890420210948,14796.46,0.00,160644
08e7b250-dc1d-5342-b5ee-241c8d9f67a4,1970-10-27,,999-70-9728,S99944265,X46813786X,Mrs.,Ena816,Bree992,Keebler762,,Olson653,M,white,nonhispanic,F,Revere  Massachusetts  US,925 Weimann Way,Rehoboth,Massachusetts,Bristol County,,00000,41.844979423219776,-71.28453753159287,17394.34,0.00,145751
844bbd88-7a86-edc8-a1c9-72c091cccfbd,1994-08-13,,999-58-4973,S99999889,X08095400X,Mr.,Lemuel304,Elijah719,Stoltenberg489,,,M,white,nonhispanic,M,Newton  Massachusetts  US,283 Satterfield Extension,Boston,Massachusetts,Suffolk County,25025,02115,42.32551785410421,-71.01298583177731,3850.00,9991.82,4579
6c8f0d25-5e38-ce5c-2add-8cb09ec415de,1971-11-16,,999-84-6269,S99914985,X24394015X,Ms.,Ester635,,Puga7,,,S,white,hispanic,F,Roseau  Saint George  DM,477 Goldner Gardens Unit 34,Gardner,Massachusetts,Worcester County,25027,01440,42.63778920421159,-71.99485264476246,17121.54,0.00,35914
35582248-d744-c65f-b55a-149b61b0f829,2004-04-20,,999-78-1943,S99963082,X01644999X,Mr.,Bryon392,,Nikolaus26,,,,white,nonhispanic,M,Adams  Massachusetts  US,281 Wisoky View,Westfield,Massachusetts,Hampden County,25013,01085,42.129516259555444,-72.74636921584394,9996.44,3844.30,29632
ad253694-9d2a-beee-ddfa-516a3f42af6c,1989-06-11,,999-48-9374,S99929390,X95425689X,Mr.,Emory494,Chong355,Kunze215,,,D,asian,nonhispanic,M,Macau  Macao Special Administrative Region of the People's Republic of China  CN,237 Kutch Track Unit 75,Boston,Massachusetts,Suffolk County,25025,02118,42.34797437283105,-71.0554124481701,13543.76,847.10,61420
4a95bdc7-c1f1-8a09-509a-cf6bef54fc75,1970-09-18,,999-43-2293,S99925087,X00257114X,Mr.,Irwin931,Rory188,Gleason633,,,S,asian,nonhispanic,M,Beverly  Massachusetts  US,1081 Schroeder Village,Braintree,Massachusetts,Norfolk County,25021,02184,42.18771949246548,-71.00674915599059,19701.18,0.00,42555
4baf953f-897a-3bf2-4bfd-1cb98984249c,1948-03-09,,999-16-5667,S99967947,X76546910X,Ms.,Christin490,,Morar593,,,S,white,nonhispanic,F,Salem  Massachusetts  US,1031 Goodwin Walk,Springfield,Massachusetts,Hampden County,25013,01199,42.15511251321068,-72.49243733453919,9170.00,14631.60,5376
4754dd83-8d78-e9cf-5b6e-43a263f4b15d,1992-05-02,,999-13-3563,S99961167,X76871387X,Mr.,Willie882,Warren653,Balistreri607,,,M,white,nonhispanic,M,Chelsea  Massachusetts  US,677 McLaughlin Flat Suite 59,Dartmouth,Massachusetts,Bristol County,,00000,41.58781830360672,-70.93455689503152,16025.54,0.00,38991
006232dd-9560-5c9a-1430-c5ceaacb45c3,1973-01-29,,999-52-2753,S99974950,X01290624X,Mr.,Travis723,Stewart672,Rolfson709,,,D,hawaiian,nonhispanic,M,Milton  Massachusetts  US,603 Robel Fort Apt 92,Hudson,Massachusetts,Middlesex County,25017,01749,42.412940181157204,-71.57403467583295,18894.34,0.00,99709
a428e85d-adbb-b923-cf59-56bb34f2841b,1992-09-12,,999-37-6539,S99921305,X79474587X,Mrs.,Carleen42,Venice604,Schamberger479,,Zboncak558,M,white,nonhispanic,F,Brookline  Massachusetts  US,869 Corwin View,Acton,Massachusetts,Middlesex County,,00000,42.43930292693767,-71.41689462330301,14413.48,657.66,462400
aee8bc70-2c23-21ed-0d03-cc3c5fc379bf,1966-11-03,,999-87-1027,S99940879,X69654520X,Mr.,Earl438,Maurice742,Boehm581,,,S,white,nonhispanic,M,Beverly  Massachusetts  US,394 Welch Mill,Brewster,Massachusetts,Barnstable County,25001,02631,41.69807069924473,-70.07527366266154,18486.34,0.00,90689
9589dfd6-09ea-113d-ca42-4f09df70f4a9,1975-01-25,,999-60-7970,S99968807,X12813687X,Mr.,Brian582,Quinn173,Shanahan202,,,D,white,nonhispanic,M,Blackstone  Massachusetts  US,1081 Howell Bypass Unit 72,Lawrence,Massachusetts,Essex County,25009,01843,42.69375194190729,-71.14748098084483,14671.60,0.00,49151
86919c2e-6fcc-4756-2a76-c0e31e732109,1958-08-22,,999-46-5730,S99914323,X00094358X,Mr.,Orval846,,Medhurst46,,,M,white,nonhispanic,M,Holliston  Massachusetts  US,897 Bechtelar Way,Randolph,Massachusetts,Norfolk County,25021,02368,42.21194635388419,-71.0746154465087,20721.30,356.24,35491
957c697d-551f-c277-6a63-83494d857671,1967-03-11,,999-81-1946,S99998881,X40549268X,Mrs.,Willetta882,Dione665,Ritchie586,,Hagenes547,W,white,nonhispanic,F,Mendon  Massachusetts  US,459 Howell Forge,Lynn,Massachusetts,Essex County,25009,01904,42.453282762748835,-70.97318533218909,19713.54,0.00,78111
cf2beebb-f66f-7684-6099-312cbb96dbc6,1976-12-08,,999-43-9017,S99983482,X85286503X,Mr.,Edwin773,Terrell212,Howe413,,,M,white,nonhispanic,M,Newton  Massachusetts  US,1049 Cassin Heights,Newton,Massachusetts,Middlesex County,25017,02472,42.384731026491934,-71.21938904826021,18336.38,0.00,104753
91592d7b-43f9-b288-0255-e44789759a0a,1988-11-01,,999-35-4553,S99953318,X37342545X,Mrs.,Alexia646,,Stiedemann542,,Sanford861,M,white,nonhispanic,F,Middleborough  Massachusetts  US,707 Oberbrunner Loaf Suite 74,West Concord,Massachusetts,Middlesex County,,00000,42.44270557745021,-71.35362250952767,15891.94,0.00,155587
6478228d-1f08-7648-ed95-baea6b99fbd8,1965-05-23,,999-72-8199,S99968882,X50933025X,Mrs.,Debroah867,Lizabeth515,Orn563,,Flatley871,M,white,nonhispanic,F,Bliss Corner  Massachusetts  US,1021 Will Bypass Unit 37,Winchester,Massachusetts,Middlesex County,25017,01890,42.4219268640588,-71.1577369337666,20480.52,188.22,987166
ded16dae-9c87-49c1-ca28-6431e75accdb,1994-09-21,,999-21-8191,S99957183,X16493356X,Mrs.,Clarine378,Julissa825,Volkman526,,Rogahn59,M,white,nonhispanic,F,Hanson  Massachusetts  US,516 Senger Union,Arlington,Massachusetts,Middlesex County,25017,02474,42.3940449253858,-71.20058231077101,15887.14,0.00,39831
98963f73-8377-42bb-0328-9eed0508c96b,1957-07-02,,999-30-5418,S99980325,X69932530X,Mr.,Josh874,Antwan357,Veum823,JD,,M,white,nonhispanic,M,Fall River  Massachusetts  US,159 Kertzmann Vale Apt 44,Lowell,Massachusetts,Middlesex County,25017,01850,42.66998858493816,-71.32359411142959,18198.00,431.20,100626
ef06da40-feb8-0eb8-1232-89501a9d3de8,1978-05-03,,999-99-9694,S99966956,X78106221X,Mr.,Jerold208,Vicente970,Kihn564,,,M,white,nonhispanic,M,Wilbraham  Massachusetts  US,923 Harris Promenade,Cheshire,Massachusetts,Berkshire County,25003,01225,42.53985380028693,-73.19048260639843,17090.68,302.06,55571
201401e6-8466-af54-d088-a97628e4b651,2000-04-07,,999-14-9493,S99975743,X38672743X,Ms.,Tricia672,Myong12,Will178,,,,white,nonhispanic,F,Lawrence  Massachusetts  US,704 Pouros Underpass Apt 62,Malden,Massachusetts,Middlesex County,25017,02148,42.422502408654076,-71.0633241355128,13705.54,0.00,38158
d1bb5af6-de1a-d0de-71e6-2aa79001e49c,2005-07-19,,999-65-2654,S99913549,X53832722X,Ms.,Brandy18,Lonnie913,Lueilwitz711,,,,white,nonhispanic,F,Franklin  Massachusetts  US,303 Jacobi Mews Unit 0,Hadley,Massachusetts,Hampshire County,,00000,42.37201437376176,-72.6022713585819,2650.00,10645.94,22763
97ae5dbb-a296-7c39-5b48-7563d72d1d1e,1962-06-27,,999-11-1141,S99935454,X57444079X,Mr.,Mary779,Hugo693,Deckow585,,,D,white,nonhispanic,M,Brewster  Massachusetts  US,859 White Dale Unit 26,Maynard,Massachusetts,Middlesex County,25017,01754,42.452474504404876,-71.41032511292451,21487.14,0.00,59789
647d9aab-c629-7f22-8d09-1ce8ac29a58d,1975-08-19,,999-52-2140,S99951669,X21805708X,Mrs.,Ozell178,Josie226,Rempel203,,Gerlach374,M,hawaiian,nonhispanic,F,Canton  Massachusetts  US,446 Buckridge Ranch Unit 85,Tewksbury,Massachusetts,Middlesex County,,00000,42.649064860058324,-71.2692242710724,18620.46,0.00,63788
5cd3af8d-6c5b-a875-3b26-7b749efd03ac,1954-09-20,,999-54-4309,S99933500,X49762286X,Mr.,Weldon459,Mary779,Hermann103,,,M,white,nonhispanic,M,North Falmouth  Massachusetts  US,362 Grady Flat Unit 15,Quincy,Massachusetts,Norfolk County,25021,02169,42.30266856668092,-70.9899399284771,20960.14,1208.60,47077
5eb3f6b9-af98-50fc-da1f-951eede3bd47,1977-04-29,,999-39-8174,S99973770,X72092175X,Mr.,Marlin805,Abraham100,Bechtelar572,,,S,white,hispanic,M,Beverly  Massachusetts  US,259 MacGyver Rapid,Lawrence,Massachusetts,Essex County,25009,01840,42.66006387090597,-71.15444752479928,17939.14,0.00,105619
c5b15af9-82ac-a6b8-94f0-b483d51a2d74,2002-09-20,,999-34-7757,S99920814,X39326583X,Ms.,Sarita454,Minnie888,Emard19,,,,white,nonhispanic,F,Boston  Massachusetts  US,646 Simonis Crossing,Bridgewater,Massachusetts,Plymouth County,25023,02324,42.01376346132461,-71.0137390087408,3100.00,10740.74,10070
078df27f-f693-a4cf-9f23-872b9e3ab3d2,1941-06-22,,999-80-6574,S99958330,X74046612X,Ms.,Esperanza675,Lorena247,Pabón228,,,S,white,hispanic,F,Caracas  Capital District  VE,184 Swaniawski Burg,Boston,Massachusetts,Suffolk County,25025,02132,42.33343200458494,-71.10972643603657,24001.90,1854.04,40040
dae29fb9-a071-4047-f64c-e1fe19316641,1966-02-28,,999-81-4956,S99934874,X05291579X,Mrs.,Babara869,Isadora719,Heaney114,,Conn188,M,white,nonhispanic,F,Maynard  Massachusetts  US,195 Feil Grove Apt 18,North Westport,Massachusetts,Bristol County,,00000,41.717680257649945,-71.06199969867225,16446.80,0.00,105567
a7961095-2107-2800-8993-a93dd0a91d95,1978-10-22,,999-24-6528,S99947191,X55035132X,Mr.,Humberto482,Lewis216,Hermiston71,,,S,white,nonhispanic,M,Amesbury  Massachusetts  US,1077 Hyatt Skyway,Lynn,Massachusetts,Essex County,25009,01902,42.46956035189191,-71.01189672926934,18471.58,0.00,79403
5640de8f-defe-9172-1a18-7a7d394564fc,1969-05-03,,999-38-3466,S99978948,X08485801X,Mr.,Jacques50,Sidney996,Kessler503,,,D,white,nonhispanic,M,Abington  Massachusetts  US,782 Howe Dale,Winchendon,Massachusetts,Worcester County,25027,01475,42.68321150420132,-72.07607716440911,7100.00,11243.76,15136
fbcb1e62-c71b-be93-a19f-ab773dff8219,2003-04-14,,999-63-7195,S99929691,X87485476X,Ms.,Adena533,Annabelle638,Block661,,,,white,nonhispanic,F,Sharon  Massachusetts  US,108 Gottlieb Loaf,Braintree,Massachusetts,Norfolk County,25021,02184,42.210281455319986,-71.03563500036061,13020.04,950.64,56162
0d23f26d-34ff-f49a-53c8-907986ea04fa,1988-06-26,,999-61-9865,S99922752,X19525999X,Ms.,Rosalia943,,Kuvalis369,,,S,white,nonhispanic,F,Amherst  Massachusetts  US,853 Cummerata Plaza Suite 93,Pepperell,Massachusetts,Middlesex County,25017,01463,42.6488708401821,-71.63096870909375,13158.16,0.00,258361
1c52f358-e04b-774f-ff7a-fb454bafdd51,1963-05-23,,999-60-6521,S99984370,X78883882X,Mrs.,Yer774,Sandie760,Gaylord332,,Pagac496,D,asian,nonhispanic,F,Macau  Macao Special Administrative Region of the People's Republic of China  CN,603 Beer Approach Suite 41,Sudbury,Massachusetts,Middlesex County,,00000,42.433071002302356,-71.38252696514743,20804.74,0.00,76002
8b39d546-3e1e-ef33-faa9-061dd7d8dc62,1982-09-28,,999-86-5102,S99910371,X44504078X,Mrs.,Lupe126,Claris36,Hickle134,,Feest103,M,white,nonhispanic,F,Stoughton  Massachusetts  US,673 Goyette Branch Suite 4,Longmeadow,Massachusetts,Hampden County,25013,01106,42.07488923127588,-72.551382836107,6050.00,11886.74,15510
7f116ec2-58eb-a0d4-2682-7a0738b20b35,1964-06-06,,999-77-6195,S99931723,X18902708X,Mrs.,Ima629,,Walsh511,,Zemlak964,M,black,nonhispanic,F,Bridgewater  Massachusetts  US,675 Feil Manor Suite 41,Plymouth,Massachusetts,Plymouth County,25023,02360,41.923464794959834,-70.60386170517206,21077.26,0.00,973955
0afc0e1f-71ef-2925-5991-9746ac2b39c7,1978-01-09,,999-94-1822,S99990180,X61023724X,Mr.,Lyndon118,Leroy603,Kiehn525,,,M,white,nonhispanic,M,Weymouth  Massachusetts  US,888 Conn Brook,Plymouth,Massachusetts,Plymouth County,25023,02360,41.86106848376437,-70.65433409948628,18472.10,0.00,67810
7a332fdd-37fc-ce44-c3ef-52d738ff0793,1991-12-10,,999-93-3655,S99973201,X46693336X,Mr.,Drew592,,Gislason620,,,S,white,nonhispanic,M,Wilmington  Massachusetts  US,1082 Hane Orchard,Worcester,Massachusetts,Worcester County,25027,01606,42.25137919682625,-71.81459784966123,4250.00,9729.94,5695
